user_id,session_date,session_duration_min,videos_watched,likes,comments,is_retained_7d
user_5,2025-05-08,7.4,9,2,2,0
user_5,2025-05-10,4.84,8,3,1,0
user_5,2025-05-11,22.43,5,2,1,0
user_5,2025-05-12,20.94,7,1,1,0
user_5,2025-05-16,12.73,8,2,2,0
user_5,2025-05-16,1.66,9,1,1,0
user_5,2025-05-23,9.33,11,4,1,0
user_5,2025-05-29,0.56,3,1,0,0
user_5,2025-06-07,25.24,6,1,0,0
user_5,2025-06-15,5.43,6,4,0,0
user_5,2025-06-18,5.36,6,3,0,0
user_5,2025-06-26,2.12,3,1,0,0
user_5,2025-07-02,7.43,7,1,1,0
user_5,2025-07-05,5.25,4,0,0,1
user_5,2025-07-09,11.14,3,1,0,1
user_5,2025-07-11,1.05,9,1,0,1
user_6,2025-04-22,22.32,8,2,0,0
user_6,2025-04-23,29.65,7,1,1,0
user_6,2025-04-26,10.04,6,0,2,0
user_6,2025-04-27,1.25,6,1,2,0
user_6,2025-05-07,20.71,8,1,1,0
user_6,2025-05-11,0.86,7,2,1,0
user_6,2025-05-22,27.62,4,0,0,0
user_6,2025-05-23,9.08,5,2,0,0
user_6,2025-05-25,2.83,8,5,1,0
user_6,2025-06-02,2.05,12,4,3,0
user_6,2025-06-09,1.99,11,5,0,0
user_6,2025-06-13,9.07,4,2,0,0
user_6,2025-06-28,3.79,7,3,0,0
user_6,2025-07-07,20.77,15,2,1,0
user_6,2025-07-16,3.39,3,3,0,1
user_6,2025-07-16,4.85,10,7,0,1
user_7,2025-04-19,9.36,4,2,0,0
user_7,2025-04-28,0.6,10,2,1,0
user_7,2025-05-01,8.99,9,3,0,0
user_7,2025-05-04,5.25,5,2,0,0
user_7,2025-05-11,19.05,14,5,2,0
user_7,2025-05-12,9.64,6,1,1,0
user_7,2025-05-14,1.75,4,1,2,0
user_7,2025-05-27,9.99,9,5,0,0
user_7,2025-05-28,27.68,4,1,0,0
user_7,2025-06-02,9.7,7,0,0,0
user_7,2025-06-04,6.71,10,1,1,0
user_7,2025-06-05,10.63,8,5,0,0
user_7,2025-06-11,22.45,4,2,0,0
user_7,2025-06-14,34.48,8,4,1,0
user_7,2025-06-14,15.92,5,1,0,0
user_7,2025-06-18,8.72,4,0,0,0
user_7,2025-06-21,6.54,7,1,3,0
user_7,2025-07-04,1.54,5,1,0,0
user_7,2025-07-05,4.32,3,1,0,0
user_7,2025-07-05,16.12,5,3,0,0
user_7,2025-07-09,7.79,12,5,0,1
user_7,2025-07-12,0.62,6,3,1,1
user_7,2025-07-14,6.9,8,0,0,1
user_8,2025-04-18,12.99,7,2,1,0
user_8,2025-04-19,6.67,10,4,2,0
user_8,2025-04-23,1.98,8,2,1,0
user_8,2025-05-15,1.79,9,1,0,0
user_8,2025-05-17,7.33,7,0,1,0
user_8,2025-06-04,10.9,8,2,2,0
user_8,2025-06-05,0.4,5,0,2,0
user_8,2025-06-25,33.56,5,1,1,0
user_8,2025-06-27,1.5,4,3,0,0
user_8,2025-07-01,11.17,11,6,1,0
user_8,2025-07-06,11.29,7,5,0,1
user_8,2025-07-06,20.46,12,4,0,1
user_8,2025-07-10,3.92,7,0,1,1
user_8,2025-07-12,11.03,6,1,0,1
user_9,2025-04-24,7.63,7,3,2,0
user_9,2025-04-25,2.79,5,1,0,0
user_9,2025-04-29,3.67,7,1,1,0
user_9,2025-05-07,2.0,9,3,3,0
user_9,2025-05-11,9.2,9,4,0,0
user_9,2025-05-26,17.29,6,2,1,0
user_9,2025-05-30,2.44,3,1,0,0
user_9,2025-05-31,4.96,10,1,1,0
user_9,2025-06-05,8.64,4,1,0,0
user_9,2025-06-06,4.38,4,1,1,0
user_9,2025-06-22,10.52,9,3,3,0
user_9,2025-06-25,1.93,6,2,1,0
user_9,2025-06-25,26.2,9,4,0,0
user_9,2025-07-05,17.49,5,0,2,1
user_10,2025-04-24,5.06,11,5,2,0
user_10,2025-04-28,16.4,6,4,1,0
user_10,2025-05-06,17.29,8,1,0,0
user_10,2025-05-07,0.71,5,1,0,0
user_10,2025-05-08,5.79,5,0,1,0
user_10,2025-05-08,6.16,5,0,0,0
user_10,2025-05-08,3.61,7,2,1,0
user_10,2025-05-16,5.55,8,0,0,0
user_10,2025-05-18,6.57,3,1,0,0
user_10,2025-05-27,0.12,9,3,0,0
user_10,2025-06-03,3.93,12,5,0,0
user_10,2025-06-09,23.2,8,3,1,0
user_10,2025-06-13,11.4,3,0,0,0
user_10,2025-06-15,31.35,7,1,1,0
user_10,2025-07-08,14.46,2,2,0,0
user_10,2025-07-16,14.66,8,5,1,1
user_11,2025-04-24,13.79,7,2,1,0
user_11,2025-04-26,28.66,6,3,1,0
user_11,2025-04-29,25.12,11,2,0,0
user_11,2025-05-05,12.95,11,4,2,0
user_11,2025-05-07,1.74,3,3,0,0
user_11,2025-05-09,5.13,9,4,0,0
user_11,2025-05-26,13.69,8,2,1,0
user_11,2025-05-26,21.73,4,1,0,0
user_11,2025-05-30,15.81,5,2,0,0
user_11,2025-05-30,9.25,6,1,1,0
user_11,2025-06-08,12.3,6,1,1,0
user_11,2025-06-17,13.31,11,2,1,0
user_11,2025-06-27,4.07,1,1,0,0
user_11,2025-06-29,7.3,9,1,0,0
user_11,2025-07-04,13.02,8,5,0,1
user_11,2025-07-11,0.59,6,2,1,1
user_12,2025-04-26,0.34,5,3,0,0
user_12,2025-05-10,10.9,8,3,0,0
user_12,2025-05-18,8.33,6,1,1,0
user_12,2025-05-24,8.24,7,2,1,0
user_12,2025-06-17,1.81,10,1,2,0
user_12,2025-06-22,2.25,7,3,0,0
user_12,2025-07-04,6.0,4,2,0,0
user_12,2025-07-15,6.89,8,3,1,1
user_13,2025-04-22,5.04,10,2,0,0
user_13,2025-05-02,22.44,7,4,0,0
user_13,2025-05-05,41.42,6,2,0,0
user_13,2025-05-10,12.71,8,2,2,0
user_13,2025-05-13,6.15,7,1,0,0
user_13,2025-05-25,4.28,11,4,0,0
user_13,2025-05-27,1.92,8,0,0,0
user_13,2025-05-28,10.59,11,5,1,0
user_13,2025-05-31,4.79,6,3,0,0
user_13,2025-06-06,24.17,7,3,0,0
user_13,2025-07-02,12.16,3,1,0,0
user_13,2025-07-03,9.12,8,1,0,0
user_13,2025-07-04,2.74,6,3,1,0
user_13,2025-07-10,1.22,9,4,1,1
user_13,2025-07-10,22.3,7,2,1,1
user_13,2025-07-14,10.56,7,2,0,1
user_13,2025-07-16,1.51,7,2,0,1
user_14,2025-04-23,4.14,8,2,1,0
user_14,2025-05-07,20.73,7,4,1,0
user_14,2025-05-22,9.36,4,1,0,0
user_14,2025-05-24,2.98,5,1,0,0
user_14,2025-07-15,5.43,6,1,1,1
user_15,2025-04-23,20.69,5,0,0,0
user_15,2025-04-25,3.5,4,1,1,0
user_15,2025-05-01,10.56,13,4,1,0
user_15,2025-05-02,9.19,7,1,0,0
user_15,2025-05-11,10.38,6,1,0,0
user_15,2025-05-14,44.26,4,1,2,0
user_15,2025-05-26,4.85,2,0,0,0
user_15,2025-05-28,14.11,10,6,1,0
user_15,2025-06-02,4.87,8,2,0,0
user_15,2025-06-05,0.59,7,2,1,0
user_15,2025-06-07,5.14,7,2,1,0
user_15,2025-06-09,2.58,9,4,2,0
user_15,2025-06-09,1.61,9,3,1,0
user_15,2025-06-21,8.61,11,5,0,0
user_15,2025-06-24,21.5,6,2,1,0
user_15,2025-06-27,1.44,6,5,1,0
user_15,2025-07-03,17.63,5,2,1,0
user_15,2025-07-13,10.75,6,1,0,1
user_15,2025-07-13,4.29,7,2,1,1
user_15,2025-07-14,12.28,3,0,0,1
user_15,2025-07-16,16.27,11,5,1,1
user_16,2025-04-28,9.8,8,3,0,0
user_16,2025-05-04,6.87,5,0,0,0
user_16,2025-05-06,0.48,4,1,1,0
user_16,2025-05-09,3.8,7,4,0,0
user_16,2025-05-10,33.26,6,1,1,0
user_16,2025-05-25,10.98,8,2,2,0
user_16,2025-06-04,6.94,5,2,0,0
user_16,2025-06-09,17.27,9,3,1,0
user_16,2025-06-10,3.79,7,1,1,0
user_16,2025-06-10,3.11,4,0,0,0
user_16,2025-06-12,6.79,4,3,0,0
user_16,2025-06-17,11.32,6,3,1,0
user_16,2025-07-07,1.28,4,1,0,1
user_16,2025-07-11,0.01,9,2,0,1
user_17,2025-04-24,6.62,9,2,0,0
user_17,2025-04-24,2.18,8,2,0,0
user_17,2025-05-09,24.95,5,0,1,0
user_17,2025-05-14,5.94,6,1,1,0
user_17,2025-05-16,6.16,4,0,0,0
user_17,2025-05-23,18.56,13,2,2,0
user_17,2025-05-29,39.73,11,4,1,0
user_17,2025-06-17,1.78,4,1,1,0
user_17,2025-06-21,2.6,7,2,1,0
user_17,2025-06-24,1.26,7,3,2,0
user_17,2025-07-16,30.14,8,4,0,1
user_17,2025-07-16,7.05,2,0,1,1
user_18,2025-04-18,8.68,11,4,0,0
user_18,2025-05-02,4.03,3,2,0,0
user_18,2025-05-07,5.27,10,1,0,0
user_18,2025-05-11,14.5,0,0,0,0
user_18,2025-05-14,0.56,5,2,2,0
user_18,2025-05-21,2.54,9,5,2,0
user_18,2025-06-12,41.9,7,3,1,0
user_18,2025-06-15,30.41,6,2,0,0
user_18,2025-06-16,4.61,13,7,2,0
user_18,2025-06-20,12.08,9,4,0,0
user_18,2025-06-30,12.16,8,3,2,0
user_18,2025-07-02,1.98,7,3,1,0
user_18,2025-07-06,15.93,5,2,0,0
user_18,2025-07-06,7.96,7,3,0,0
user_18,2025-07-10,5.67,8,2,1,1
user_18,2025-07-15,1.07,6,4,0,1
user_19,2025-04-27,12.19,6,1,1,0
user_19,2025-04-28,34.59,5,2,1,0
user_19,2025-04-30,10.46,4,2,0,0
user_19,2025-05-06,3.75,9,3,1,0
user_19,2025-05-11,11.4,4,3,0,0
user_19,2025-05-12,18.31,4,1,0,0
user_19,2025-05-31,13.8,5,2,1,0
user_19,2025-06-06,10.15,6,1,0,0
user_19,2025-06-11,3.16,6,4,1,0
user_19,2025-06-14,16.35,9,5,1,0
user_19,2025-06-21,7.73,10,3,3,0
user_19,2025-07-03,0.66,4,1,0,0
user_19,2025-07-08,6.75,6,1,0,1
user_19,2025-07-11,2.05,7,2,1,1
user_20,2025-04-18,17.63,10,3,1,0
user_20,2025-04-18,2.16,11,2,0,0
user_20,2025-04-24,0.02,5,0,1,0
user_20,2025-04-26,2.76,5,0,0,0
user_20,2025-05-11,2.67,9,3,1,0
user_20,2025-05-12,20.44,6,2,0,0
user_20,2025-05-26,4.97,4,2,0,0
user_20,2025-05-26,6.43,4,2,0,0
user_20,2025-06-06,18.09,10,3,2,0
user_20,2025-06-14,23.2,6,2,0,0
user_20,2025-06-23,4.71,8,2,1,0
user_20,2025-06-26,12.83,3,1,0,0
user_20,2025-07-06,0.05,10,4,1,1
user_21,2025-04-27,2.17,12,2,1,0
user_21,2025-04-29,2.76,5,2,0,0
user_21,2025-05-01,17.25,9,3,0,0
user_21,2025-05-06,9.05,8,2,0,0
user_21,2025-05-10,3.01,4,2,0,0
user_21,2025-05-15,22.82,9,7,0,0
user_21,2025-05-24,13.79,6,0,0,0
user_21,2025-06-06,15.31,4,2,0,0
user_21,2025-06-09,14.37,10,4,1,0
user_21,2025-06-12,2.6,12,3,2,0
user_21,2025-06-27,11.32,8,3,1,0
user_21,2025-06-28,1.98,5,2,1,0
user_21,2025-07-02,12.03,10,3,1,1
user_21,2025-07-04,0.53,3,2,1,1
user_21,2025-07-06,10.76,8,4,1,1
user_21,2025-07-07,36.26,4,3,1,1
user_21,2025-07-07,19.14,4,0,0,1
user_21,2025-07-08,3.13,6,1,1,1
user_22,2025-04-20,2.65,4,0,1,0
user_22,2025-05-01,1.59,5,2,1,0
user_22,2025-05-17,1.48,6,2,0,0
user_22,2025-06-23,17.28,8,2,2,0
user_22,2025-06-29,45.52,10,2,1,0
user_22,2025-06-29,14.37,6,2,0,0
user_22,2025-06-29,8.04,6,1,1,0
user_22,2025-07-04,3.36,7,2,1,0
user_22,2025-07-04,15.89,6,0,1,0
user_22,2025-07-06,15.73,6,3,0,0
user_22,2025-07-10,3.45,7,2,1,1
user_22,2025-07-10,77.24,5,1,0,1
user_22,2025-07-14,9.55,4,1,0,1
user_23,2025-04-20,0.25,4,1,0,0
user_23,2025-04-27,1.91,8,4,0,0
user_23,2025-05-05,0.68,5,0,2,0
user_23,2025-05-08,11.02,12,4,2,0
user_23,2025-05-08,9.75,6,3,2,0
user_23,2025-05-12,2.05,4,1,0,0
user_23,2025-05-13,34.44,11,0,0,0
user_23,2025-05-15,10.89,9,2,1,0
user_23,2025-05-17,17.78,7,1,0,0
user_23,2025-05-23,7.91,11,5,2,0
user_23,2025-05-29,1.1,5,2,1,0
user_23,2025-06-14,0.33,7,5,0,0
user_23,2025-06-27,34.97,3,1,0,0
user_23,2025-06-28,2.57,10,2,0,0
user_23,2025-06-30,6.29,10,5,1,0
user_23,2025-07-04,7.58,4,3,0,0
user_23,2025-07-04,12.54,6,1,1,0
user_23,2025-07-05,5.16,7,3,1,0
user_23,2025-07-14,0.73,4,1,0,1
user_24,2025-04-18,2.63,14,6,0,0
user_24,2025-04-27,17.89,10,2,0,0
user_24,2025-04-28,3.17,5,2,1,0
user_24,2025-05-04,29.33,6,2,0,0
user_24,2025-05-10,27.89,6,1,0,0
user_24,2025-05-11,14.16,4,2,0,0
user_24,2025-05-16,1.78,4,0,1,0
user_24,2025-05-22,26.1,2,1,0,0
user_24,2025-05-27,0.29,4,1,0,0
user_24,2025-06-03,36.42,7,2,1,0
user_24,2025-06-05,16.38,6,3,0,0
user_24,2025-06-08,2.37,6,1,1,0
user_24,2025-06-11,16.37,5,2,0,0
user_24,2025-06-20,0.35,8,2,0,0
user_24,2025-06-22,11.16,9,6,0,0
user_24,2025-07-10,44.59,11,5,0,1
user_24,2025-07-11,27.25,6,3,3,1
user_24,2025-07-13,3.48,5,4,1,1
user_24,2025-07-14,18.77,9,3,0,1
user_24,2025-07-15,9.82,4,2,0,1
user_25,2025-04-24,6.51,4,1,0,0
user_25,2025-04-29,9.98,6,3,1,0
user_25,2025-05-14,8.3,4,3,0,0
user_25,2025-05-15,1.55,10,2,0,0
user_25,2025-05-15,10.84,6,1,0,0
user_25,2025-05-16,0.99,8,3,0,0
user_25,2025-05-17,2.94,6,2,0,0
user_25,2025-05-20,9.34,4,0,2,0
user_25,2025-05-24,5.87,11,4,0,0
user_25,2025-05-24,8.64,8,2,1,0
user_25,2025-05-25,9.6,6,2,0,0
user_25,2025-06-05,0.59,6,2,1,0
user_25,2025-06-16,2.91,10,3,1,0
user_25,2025-06-17,24.23,2,1,0,0
user_25,2025-06-21,4.02,8,5,0,0
user_25,2025-06-21,0.64,8,4,0,0
user_25,2025-06-23,4.9,8,2,1,0
user_25,2025-07-03,8.72,5,1,0,1
user_26,2025-04-18,20.55,8,1,0,0
user_26,2025-05-07,5.67,7,2,1,0
user_26,2025-05-13,15.3,7,2,1,0
user_26,2025-05-15,8.69,7,3,0,0
user_26,2025-05-26,1.42,7,2,0,0
user_26,2025-05-27,17.18,13,4,1,0
user_26,2025-05-29,2.04,6,2,0,0
user_26,2025-05-30,2.04,4,1,0,0
user_26,2025-06-06,18.27,3,1,0,0
user_26,2025-06-09,21.04,4,0,0,0
user_26,2025-06-12,10.37,4,0,0,0
user_26,2025-06-15,1.32,8,1,0,0
user_26,2025-06-17,11.1,5,1,0,0
user_26,2025-07-08,31.4,6,3,1,1
user_26,2025-07-08,7.92,7,4,1,1
user_26,2025-07-11,2.54,11,1,1,1
user_27,2025-04-25,7.95,7,4,2,0
user_27,2025-05-03,23.76,9,3,1,0
user_27,2025-05-08,8.45,5,1,1,0
user_27,2025-05-18,8.38,8,2,0,0
user_27,2025-06-03,6.86,5,1,0,0
user_27,2025-06-13,9.83,5,3,0,0
user_27,2025-06-17,22.13,8,1,0,0
user_27,2025-06-24,8.1,5,1,0,1
user_27,2025-06-28,3.33,7,1,2,1
user_27,2025-06-30,6.13,9,4,0,1
user_28,2025-04-20,19.6,9,5,0,0
user_28,2025-04-24,15.23,9,2,1,0
user_28,2025-05-05,10.36,8,4,2,0
user_28,2025-05-05,2.02,5,1,0,0
user_28,2025-05-10,16.55,12,2,1,0
user_28,2025-05-25,16.21,10,4,2,0
user_28,2025-05-30,11.32,5,3,0,0
user_28,2025-06-01,1.84,10,4,1,0
user_28,2025-06-13,11.94,6,4,1,0
user_28,2025-06-19,9.98,6,0,1,0
user_28,2025-07-03,37.21,8,5,0,1
user_29,2025-04-18,9.05,8,3,1,0
user_29,2025-04-27,3.87,7,1,0,0
user_29,2025-05-03,24.65,4,2,1,0
user_29,2025-05-09,5.63,6,0,3,0
user_29,2025-05-26,2.65,2,0,0,0
user_29,2025-06-16,4.17,6,2,3,0
user_29,2025-06-24,6.6,9,2,0,1
user_29,2025-06-26,17.09,2,0,0,1
user_30,2025-04-22,2.07,8,5,0,0
user_30,2025-05-10,3.53,6,0,2,0
user_30,2025-05-29,2.11,8,2,1,0
user_30,2025-06-03,27.3,8,1,1,0
user_30,2025-06-10,1.83,7,2,0,0
user_30,2025-06-17,0.41,5,1,2,0
user_30,2025-06-29,1.52,8,4,2,0
user_30,2025-07-03,21.85,6,1,1,0
user_30,2025-07-07,16.84,4,1,0,0
user_30,2025-07-12,11.91,6,3,0,1
user_30,2025-07-13,11.52,3,1,0,1
user_30,2025-07-15,4.89,3,2,0,1
user_31,2025-05-10,3.68,9,1,2,0
user_31,2025-05-11,3.97,8,2,0,0
user_31,2025-05-12,13.62,12,5,1,0
user_31,2025-05-30,15.8,9,4,0,0
user_31,2025-06-02,10.07,7,4,1,0
user_31,2025-06-03,31.5,8,0,0,0
user_31,2025-06-06,37.85,11,4,0,0
user_31,2025-06-12,22.77,8,1,1,0
user_31,2025-06-13,18.81,6,1,0,0
user_31,2025-06-14,3.89,9,3,0,0
user_31,2025-06-21,3.61,11,4,1,0
user_31,2025-06-23,9.22,7,2,1,0
user_31,2025-06-25,5.76,8,2,0,0
user_31,2025-07-01,25.32,4,3,0,1
user_31,2025-07-07,9.52,4,2,0,1
user_32,2025-04-23,14.64,3,0,1,0
user_32,2025-04-24,1.26,5,1,0,0
user_32,2025-04-30,8.46,4,2,2,0
user_32,2025-05-08,35.09,10,1,1,0
user_32,2025-05-12,24.4,7,0,2,0
user_32,2025-05-13,4.73,8,4,1,0
user_32,2025-05-16,22.95,7,1,1,0
user_32,2025-05-24,6.43,4,0,2,0
user_32,2025-06-05,2.35,5,0,0,0
user_32,2025-06-19,16.96,10,2,3,1
user_32,2025-06-20,3.22,8,2,0,1
user_33,2025-04-18,5.7,8,3,0,0
user_33,2025-05-06,0.6,5,2,1,0
user_33,2025-05-19,1.65,6,2,1,0
user_33,2025-05-22,0.39,14,6,1,0
user_33,2025-05-25,0.71,8,2,1,0
user_33,2025-05-25,19.51,5,1,0,0
user_33,2025-06-05,4.05,9,1,1,0
user_33,2025-06-09,3.31,2,1,0,0
user_33,2025-06-19,6.31,4,2,1,0
user_33,2025-06-24,5.67,12,2,1,0
user_33,2025-06-25,3.32,5,0,0,0
user_33,2025-07-04,7.14,6,2,2,1
user_33,2025-07-08,0.06,6,1,0,1
user_34,2025-04-20,53.86,9,3,1,0
user_34,2025-04-29,7.24,9,4,1,0
user_34,2025-05-02,4.19,5,2,0,0
user_34,2025-05-07,5.9,9,2,1,0
user_34,2025-05-07,20.18,10,2,2,0
user_34,2025-05-18,0.53,5,1,0,0
user_34,2025-05-24,36.85,8,3,0,0
user_34,2025-05-25,9.07,6,1,2,0
user_34,2025-05-27,0.75,5,1,0,0
user_34,2025-05-30,5.3,8,2,0,0
user_34,2025-06-06,7.05,8,2,0,0
user_34,2025-06-11,11.82,12,5,1,0
user_34,2025-06-13,3.21,7,1,1,0
user_34,2025-06-18,3.71,5,3,1,0
user_34,2025-06-24,12.3,9,3,0,0
user_34,2025-07-03,10.19,4,2,1,0
user_34,2025-07-12,1.78,5,2,1,1
user_35,2025-04-19,0.78,3,0,0,0
user_35,2025-04-20,28.64,9,2,2,0
user_35,2025-04-20,0.25,10,6,2,0
user_35,2025-04-22,5.78,5,1,0,0
user_35,2025-04-25,26.39,7,3,1,0
user_35,2025-04-30,12.56,4,1,1,0
user_35,2025-05-07,22.15,6,3,1,0
user_35,2025-05-10,2.79,6,3,0,0
user_35,2025-05-17,4.19,5,1,0,0
user_35,2025-05-22,8.86,2,1,1,0
user_35,2025-05-22,3.96,5,2,1,0
user_35,2025-05-23,11.25,4,2,2,0
user_35,2025-05-29,9.9,8,3,2,0
user_35,2025-06-05,3.37,5,2,0,0
user_35,2025-06-07,2.68,7,2,0,0
user_35,2025-06-14,1.71,9,3,0,0
user_35,2025-06-24,24.69,9,2,0,1
user_35,2025-06-25,3.62,3,2,0,1
user_35,2025-07-01,1.4,6,2,1,1
user_36,2025-04-19,9.91,7,3,1,0
user_36,2025-04-29,39.1,10,2,2,0
user_36,2025-05-01,27.52,6,3,1,0
user_36,2025-05-03,12.77,5,2,0,0
user_36,2025-05-05,10.56,3,2,0,0
user_36,2025-05-07,17.13,11,2,0,0
user_36,2025-05-19,3.17,7,5,1,0
user_36,2025-06-07,3.31,2,1,1,0
user_36,2025-06-15,6.87,7,2,1,0
user_36,2025-06-15,55.79,10,1,0,0
user_36,2025-06-17,20.68,7,3,0,0
user_36,2025-06-19,14.37,2,1,0,0
user_36,2025-06-24,7.3,4,0,1,0
user_36,2025-06-26,8.88,8,2,0,0
user_36,2025-06-27,9.86,11,3,0,0
user_36,2025-07-12,24.63,7,2,0,1
user_36,2025-07-16,15.05,7,5,1,1
user_37,2025-04-20,1.16,9,2,0,0
user_37,2025-04-27,44.24,7,0,2,0
user_37,2025-04-28,33.7,2,1,1,0
user_37,2025-05-16,1.59,5,1,1,0
user_37,2025-05-23,16.66,11,5,2,0
user_37,2025-06-11,3.41,6,4,0,0
user_37,2025-06-17,1.54,5,2,0,0
user_37,2025-06-21,6.91,6,1,1,0
user_37,2025-06-24,9.5,5,2,1,0
user_37,2025-06-30,38.61,6,1,1,0
user_37,2025-07-13,19.39,4,2,0,1
user_37,2025-07-13,9.76,7,3,1,1
user_38,2025-04-24,1.75,12,3,2,0
user_38,2025-04-27,17.83,8,1,2,0
user_38,2025-04-28,3.64,3,0,0,0
user_38,2025-06-11,8.02,8,3,0,0
user_38,2025-06-13,5.43,7,4,0,0
user_38,2025-06-19,12.83,5,1,2,0
user_38,2025-06-26,37.5,9,1,0,0
user_38,2025-06-27,75.25,8,1,0,0
user_38,2025-07-03,1.08,9,3,1,0
user_38,2025-07-15,9.81,5,0,1,1
user_39,2025-04-27,18.08,5,1,2,0
user_39,2025-05-12,0.58,3,2,0,0
user_39,2025-05-18,7.49,5,0,2,0
user_39,2025-05-19,0.22,9,1,0,0
user_39,2025-05-21,18.46,6,4,0,0
user_39,2025-05-26,4.11,4,1,1,0
user_39,2025-05-27,16.25,6,1,0,0
user_39,2025-06-02,9.89,8,4,1,0
user_39,2025-06-05,10.52,11,3,0,0
user_39,2025-06-14,4.12,6,1,1,0
user_39,2025-06-20,1.7,9,3,1,0
user_39,2025-06-23,10.58,8,3,2,0
user_39,2025-06-29,5.66,9,3,0,0
user_39,2025-07-01,15.28,9,3,1,0
user_39,2025-07-01,3.14,7,2,0,0
user_39,2025-07-03,0.85,5,2,0,0
user_39,2025-07-13,7.11,5,1,1,1
user_39,2025-07-13,10.53,7,2,0,1
user_40,2025-04-20,6.27,6,3,1,0
user_40,2025-04-25,4.13,10,2,1,0
user_40,2025-05-04,9.9,9,3,0,0
user_40,2025-05-07,5.81,8,2,2,0
user_40,2025-05-09,0.49,10,1,0,0
user_40,2025-05-12,5.73,12,2,1,0
user_40,2025-05-22,3.13,2,1,0,0
user_40,2025-05-27,34.68,8,3,0,0
user_40,2025-05-29,0.42,6,2,0,0
user_40,2025-05-31,27.19,10,3,1,0
user_40,2025-06-11,9.74,4,1,1,0
user_40,2025-06-22,9.26,6,1,1,0
user_40,2025-06-28,2.25,2,0,0,0
user_40,2025-07-01,14.76,12,2,0,1
user_40,2025-07-03,15.73,3,2,0,1
user_40,2025-07-03,18.43,4,1,1,1
user_40,2025-07-06,21.92,7,2,1,1
user_41,2025-04-18,4.07,5,0,1,0
user_41,2025-04-25,31.05,5,2,0,0
user_41,2025-05-12,4.89,3,2,0,0
user_41,2025-05-18,12.27,9,3,0,0
user_41,2025-05-31,2.12,7,1,2,0
user_41,2025-06-20,8.71,6,2,2,0
user_41,2025-06-21,3.69,4,2,0,0
user_41,2025-06-25,4.64,7,3,1,0
user_41,2025-07-06,8.12,9,2,1,1
user_41,2025-07-12,15.81,10,2,0,1
user_42,2025-04-26,3.86,8,3,0,0
